Type,Title,Authors,Journal,Publisher,DOI,Handle,"Publication Date",Citation,Abstract,"Link to License",Status,"Link to PDF","Link to Extracted Text","Metadata Last Modified"
Article,"Structural Changes in Nonlocal Denoising Models Arising Through Bi-Level Parameter Learning","Davoli, Elisa||Ferreira, Rita||Kreisbeck, Carolin||Schönberger, Hidde","Applied Mathematics & Optimization","Springer Science and Business Media LLC",10.1007/s00245-023-09982-4,http://hdl.handle.net/10754/691054,2023-04-10,"Davoli, E., Ferreira, R., Kreisbeck, C., & Schönberger, H. (2023). Structural Changes in Nonlocal Denoising Models Arising Through Bi-Level Parameter Learning. Applied Mathematics & Optimization, 88(1). https://doi.org/10.1007/s00245-023-09982-4","We introduce a unified framework based on bi-level optimization schemes to deal with parameter learning in the context of image processing. The goal is to identify the optimal regularizer within a family depending on a parameter in a general topological space. Our focus lies on the situation with non-compact parameter domains, which is, for example, relevant when the commonly used box constraints are disposed of. To overcome this lack of compactness, we propose a natural extension of the upper-level functional to the closure of the parameter domain via Gamma-convergence, which captures possible structural changes in the reconstruction model at the edge of the domain. Under two main assumptions, namely, Mosco-convergence of the regularizers and uniqueness of minimizers of the lower-level problem, we prove that the extension coincides with the relaxation, thus admitting minimizers that relate to the parameter optimization problem of interest. We apply our abstract framework to investigate a quartet of practically relevant models in image denoising, all featuring nonlocality. The associated families of regularizers exhibit qualitatively different parameter dependence, describing a weight factor, an amount of nonlocality, an integrability exponent, and a fractional order, respectively. After the asymptotic analysis that determines the relaxation in each of the four settings, we finally establish theoretical conditions on the data that guarantee structural stability of the models and give examples of when stability is lost.",https://creativecommons.org/licenses/by/4.0,Published,https://repository.kaust.edu.sa/bitstream/10754/691054/1/s00245-023-09982-4.pdf,,2023-04-12T14:00:11
Article,"CdS/CdSe/CdS Spherical Quantum Wells with Near-Unity Biexciton Quantum Yield for Light-Emitting-Device Applications","Marder, Andrew A.||Cassidy, James||Harankahage, Dulanjan||Beavon, Jacob||Gutierrez Arzaluz, Luis||Mohammed, Omar F.||Mishra, Aditya||Adams, Austen C.||Slinker, Jason D.||Hu, Zhongjian||Savoy, Stephen||Zamkov, Mikhail||Malko, Anton V.","ACS Materials Letters","American Chemical Society (ACS)",10.1021/acsmaterialslett.3c00110,http://hdl.handle.net/10754/691053,2023-04-10,"Marder, A. A., Cassidy, J., Harankahage, D., Beavon, J., Gutiérrez-Arzaluz, L., Mohammed, O. F., Mishra, A., Adams, A. C., Slinker, Jason. D., Hu, Z., Savoy, S., Zamkov, M., & Malko, A. V. (2023). CdS/CdSe/CdS Spherical Quantum Wells with Near-Unity Biexciton Quantum Yield for Light-Emitting-Device Applications. ACS Materials Letters, 1411–1419. https://doi.org/10.1021/acsmaterialslett.3c00110","Compared to zero-dimensional (0D) semiconductor quantum dots, 2D semiconductor nanoplatelets (NPLs) offer a spectrally narrow luminescence and superior absorption coefficients, which makes this geometry an attractive candidate for optoelectronic applications. However, optical devices based on NPLs still suffer from nonradiative Auger decay of multiple excitons (MX), which limits the efficiency of the processes, including MX luminescence, electroluminescence, and optical gain. Here, we demonstrate that Auger recombination is strongly suppressed in spherically shaped nanoplatelets, called quantum shells (QSs), where a relaxed confinement of charges leads to diminished exciton–exciton interactions. In particular, we use single photon counting and photon correlation spectroscopy to show that two-dimensional CdS/CdSe/CdS core/shell/shell spherical QSs reach near-unity biexciton emission yield. The Auger suppression was found most prominent in QSs with the largest shell diameter. A combination of ultralong (>15 ns) biexciton (BX) emission lifetimes and strong exciton–exciton repulsion in these QS samples allowed demonstrating low-threshold amplified spontaneous emission (ASE), large modal gain, and microcavity lasing featuring sharp emission modes at the BX and MX transitions. Finally, by introducing QSs within perovskite matrices, we achieved a strong electroluminescence enhancement in light-emitting devices, yielding devices as bright as 213 W/m2 and a 2.3-fold enhancement of the maximum external quantum efficiency. These results represent a major step toward realizing solution-processed colloidal lasers and LEDs.",,Published,,,2023-04-12T12:00:12
Article,"Advances in One-Pot Chiral Amine Synthesis Enabled by Amine Transaminase Cascades: Pushing the Boundaries of Complexity","Mathew, Sam||Renn, Dominik||Rueping, Magnus","ACS Catalysis","American Chemical Society (ACS)",10.1021/acscatal.3c00555,http://hdl.handle.net/10754/691052,2023-04-10,"Mathew, S., Renn, D., & Rueping, M. (2023). Advances in One-Pot Chiral Amine Synthesis Enabled by Amine Transaminase Cascades: Pushing the Boundaries of Complexity. ACS Catalysis, 5584–5598. https://doi.org/10.1021/acscatal.3c00555","Amine transaminases constitute an important class of enzymes for the synthesis of chiral amines, which are commonly used as building blocks in pharmaceutical compounds and fine chemicals. Over the past decade, developments in enzyme discovery and process and protein engineering have advanced the use of transaminases in organic synthesis. Recent advances in enzymatic cascade engineering have attracted attention due to efficient and environmentally friendly routes to synthesize chiral amines. Enzymatic cascades can reduce the traditional multistep synthesis and have enabled the generation of chiral products from cheap starting materials. This review focuses on chiral amine synthesis by enzymatic and chemoenzymatic cascades utilizing amine transaminases.",https://creativecommons.org/licenses/by/4.0/,Published,https://repository.kaust.edu.sa/bitstream/10754/691052/1/acscatal.3c00555.pdf,,2023-04-12T12:00:11
Article,"Controlled Swelling of Monolithic Films as a Facile Approach to the Synthesis of UHMWPE Membranes","Pochivalov, Konstantin||Basko, Andrey||Lebedeva, Tatyana||Yurov, Mikhail||Yushkin, Alexey||Volkov, Alexey||Bronnikov, Sergei",Membranes,"MDPI AG",10.3390/membranes13040422,http://hdl.handle.net/10754/691051,2023-04-09,"Pochivalov, K., Basko, A., Lebedeva, T., Yurov, M., Yushkin, A., Volkov, A., & Bronnikov, S. (2023). Controlled Swelling of Monolithic Films as a Facile Approach to the Synthesis of UHMWPE Membranes. Membranes, 13(4), 422. https://doi.org/10.3390/membranes13040422","A new method of fabricating porous membranes based on ultra-high molecular weight polyethylene (UHMWPE) by controlled swelling of the dense film was proposed and successfully utilized. The principle of this method is based on the swelling of non-porous UHMWPE film in organic solvent at elevated temperatures, followed by its cooling and further extraction of organic solvent, resulting in the formation of the porous membrane. In this work, we used commercial UHMWPE film (thickness 155 μm) and o-xylene as a solvent. Either homogeneous mixtures of the polymer melt and solvent or thermoreversible gels with crystallites acting as crosslinks of the inter-macromolecular network (swollen semicrystalline polymer) can be obtained at different soaking times. It was shown that the porous structure and filtration performance of the membranes depended on the swelling degree of the polymer, which can be controlled by the time of polymer soaking in organic solvent at elevated temperature (106 °C was found to be the optimal temperature for UHMWPE). In the case of homogeneous mixtures, the resulting membranes possessed both large and small pores. They were characterized by quite high porosity (45–65% vol.), liquid permeance of 46–134 L m−2 h−1 bar−1, a mean flow pore size of 30–75 nm, and a very high crystallinity degree of 86–89% at a decent tensile strength of 3–9 MPa. For these membranes, rejection of blue dextran dye with a molecular weight of 70 kg/mol was 22–76%. In the case of thermoreversible gels, the resulting membranes had only small pores located in the interlamellar spaces. They were characterized by a lower crystallinity degree of 70–74%, a moderate porosity of 12–28%, liquid permeability of up to 12–26 L m−2 h−1 bar−1, a mean flow pore size of up to 12–17 nm, and a higher tensile strength of 11–20 MPa. These membranes demonstrated blue dextran retention of nearly 100%.",https://creativecommons.org/licenses/by/4.0/,Published,https://repository.kaust.edu.sa/bitstream/10754/691051/1/membranes-13-00422.pdf,,2023-04-12T11:40:06
Article,"Mechanism of bubbles formation and anomalous phase separation in the CoNiP system","Panasyuk, Maria I.||Zubar, Tatiana I.||Usovich, Tatsiana I.||Tishkevich, Daria I.||Kanafyev, Oleg D.||Fedkin, Vladimir A.||Kotelnikova, Anna N.||Trukhanov, Sergei V.||Michels, Dominik L.||Lyakhov, Dmitry||Vershinina, Tatiana N.||Fedosyuk, Valery M.||Trukhanov, Alex V.","Scientific Reports","Springer Science and Business Media LLC",10.1038/s41598-023-33146-7,http://hdl.handle.net/10754/691050,2023-04-10,"Panasyuk, M. I., Zubar, T. I., Usovich, T. I., Tishkevich, D. I., Kanafyev, O. D., Fedkin, V. A., Kotelnikova, A. N., Trukhanov, S. V., Michels, D., Lyakhov, D., Vershinina, T. N., Fedosyuk, V. M., & Trukhanov, A. V. (2023). Mechanism of bubbles formation and anomalous phase separation in the CoNiP system. Scientific Reports, 13(1). https://doi.org/10.1038/s41598-023-33146-7","This study announces the anomalous phase separation in CoNiP alloy electroplating. The observed phenomenon of the formation of magnetic bubbles was described for the first time for this triple CoNiP system. This study briefly covers all stages of magnetic bubble formation, starting from the formation of an amorphous phosphor-rich sublayer, followed by nucleation centers, and finally cobalt-rich bubbles. An explanation for the anomalous mechanism of bubble formation was found in the effects of additives and the phenomena of depolarization and superpolarization.",https://creativecommons.org/licenses/by/4.0,Published,https://repository.kaust.edu.sa/bitstream/10754/691050/1/s41598-023-33146-7.pdf,,2023-04-12T11:30:08
Article,"Mapping Methanol-to-Gasoline Process Over Zeolite Beta.","Ye, Yiru||Abou-Hamad, Edy||Gong, Xuan||Shoinkhorova, Tuiana B||Dokania, Abhay||Gascon, Jorge||Dutta Chowdhury, Abhishek","Angewandte Chemie (International ed. in English)",,10.1002/anie.202303124,http://hdl.handle.net/10754/691047,2023-04-11,,"Decarbonizing the transportation sector is among the biggest challenges in the fight against climate change. CO2-neutral fuels, such as those obtained from renewable methanol, have the potential to account for a large share of the solution, since these could be directly compatible with existing power trains. Although discovered in 1977, the zeolite-catalyzed methanol-to-gasoline (MTG) process has hardly reached industrial maturity, among other reasons, because maximizing the production of gasoline range hydrocarbons from methanol has proved complicated. In this work, we apply multimodal operando UV-Vis diffuse reflectance spectroscopy coupled with an online mass spectrometer and ""mobility-dependent"" solid-state NMR spectroscopy to better understand the reaction mechanism over zeolites H-Beta and Zn-Beta. Significantly, the influential co-catalytic role of oxymethylene species is linked to gasoline formation, which impacts the MTG process more than carbonylated species.",,Published,,,2023-04-12T11:10:08
Article,"Functional hierarchy of PCNA-interacting motifs in DNA processing enzymes","Hamdan, Samir||De Biasio, Alfredo",BioEssays,,10.1002/bies.202300020,http://hdl.handle.net/10754/691046,2023-04-11,,"Numerous eukaryotic DNA processing enzymes, such as DNA polymerases and ligases, bind the processivity factor PCNA, which acts as a platform to recruit and regulate the binding of enzymes to their DNA substrate. Multiple PCNA-interacting motifs (PIPs) are present in these enzymes, but their individual structural and functional role has been a matter of debate. Recent cryo-EM reconstructions of high-fidelity DNA polymerase Pol δ (Pol δ), translesion synthesis DNA polymerase κ (Pol κ) and Ligase 1 (Lig1) bound to a DNA substrate and PCNA demonstrate that the critical interaction with PCNA involves the internal PIP proximal to the catalytic domain. The ancillary PIPs, located in long disordered regions, are instead invisible in the reconstructions, and appear to function as flexible tethers when the enzymes fall off the DNA. In this review, we discuss the recent structural advancements and propose a functional hierarchy for the PIPs in Pol δ, Pol κ, and Lig1.",,Published,,,2023-04-12T11:00:08
Article,"Novel Use of a Ferric Salt to Enhance Mainstream Nitrogen Removal from Anaerobically Pretreated Wastewater","Hu, Zhetai||Hu, Shihu||Ye, Liu||Duan, Haoran||Wu, Ziping||Hong, Pei-Ying||Yuan, Zhiguo||Zheng, Min","Environmental science & technology",,10.1021/acs.est.2c08325,http://hdl.handle.net/10754/691045,2023-04-11,,"This study aims to demonstrate a new technology roadmap to support the ongoing paradigm shift in wastewater management from pollutant removal to resource recovery. This is achieved by developing a novel use of an iron salt (i.e., FeCl3) in an integrated anaerobic wastewater treatment and mainstream anammox process. FeCl3 was chosen to be dosed in a proposed sidestream unit rather than in a primary settler or a mainstream reactor. This causes acidification of returned activated sludge and enables stable suppression of nitrite-oxidizing bacterial activity and excess sludge reduction. A laboratory-scale system, which comprised an anaerobic baffled reactor, a continuous-flow anoxic–aerobic (A/O) reactor, and a secondary settler, was designed to treat real domestic wastewater, with the performance of the system comprehensively monitored under a steady-state condition. The experimental assessments showed that the system had good effluent quality, with total nitrogen and phosphorus concentrations of 12.6 ± 1.3 mg N/L and 0.34 ± 0.05 mg P/L, respectively. It efficiently retained phosphorus in excess sludge (0.18 ± 0.03 g P/g dry sludge), suggesting its potential for further recovery. About half of influent organic carbon was recovered in the form of bioenergy (i.e., methane). This together with low energy consumption revealed that the system could produce a net energy of about 0.11 kWh/m3-wastewater, assessed by an energy balance analysis.",,Published,,,2023-04-12T10:50:09
Article,"Viral predation pressure on coral reefs","Silveira, Cynthia B||Luque, Antoni||Haas, Andreas F||Roach, Ty N F||George, Emma E||Knowles, Ben||Little, Mark||Sullivan, Christopher J||Varona, Natascha S||Wegley Kelly, Linda||Brainard, Russel||Rohwer, Forest||Bailey, Barbara","BMC biology","Springer Science and Business Media LLC",10.1186/s12915-023-01571-9,http://hdl.handle.net/10754/691044,2023-04-11,"Silveira, C. B., Luque, A., Haas, A. F., Roach, T. N. F., George, E. E., Knowles, B., Little, M., Sullivan, C. J., Varona, N. S., Wegley Kelly, L., Brainard, R., Rohwer, F., & Bailey, B. (2023). Viral predation pressure on coral reefs. BMC Biology, 21(1). https://doi.org/10.1186/s12915-023-01571-9","Background: Predation pressure and herbivory exert cascading effects on coral reef health and stability. However, the extent of these cascading effects can vary considerably across space and time. This variability is likely a result of the complex interactions between coral reefs’ biotic and abiotic dimensions. A major biological component that has been poorly integrated into the reefs' trophic studies is the microbial community, despite its role in coral death and bleaching susceptibility. Viruses that infect bacteria can control microbial densities and may positively affect coral health by controlling microbialization. We hypothesize that viral predation of bacteria has analogous effects to the top-down pressure of macroorganisms on the trophic structure and reef health. Results: Here, we investigated the relationships between live coral cover and viruses, bacteria, benthic algae, fish biomass, and water chemistry in 110 reefs spanning inhabited and uninhabited islands and atolls across the Pacific Ocean. Statistical learning showed that the abundance of turf algae, viruses, and bacteria, in that order, were the variables best predicting the variance in coral cover. While fish biomass was not a strong predictor of coral cover, the relationship between fish and corals became apparent when analyzed in the context of viral predation: high coral cover (> 50%) occurred on reefs with a combination of high predator fish biomass (sum of sharks and piscivores > 200 g m−2) and high virus-to-bacteria ratios (> 10), an indicator of viral predation pressure. However, these relationships were non-linear, with reefs at the higher and lower ends of the coral cover continuum displaying a narrow combination of abiotic and biotic variables, while reefs at intermediate coral cover showed a wider range of parameter combinations. Conclusions: The results presented here support the hypothesis that viral predation of bacteria is associated with high coral cover and, thus, coral health and stability. We propose that combined predation pressures from fishes and viruses control energy fluxes, inhibiting the detrimental accumulation of ecosystem energy in the microbial food web.",https://creativecommons.org/licenses/by/4.0,Published,https://repository.kaust.edu.sa/bitstream/10754/691044/1/s12915-023-01571-9.pdf,,2023-04-12T10:40:09
Article,"Thymic function and survival at advance ages in nursing home residents from Southern Italy","Paparazzo, Ersilia||Geracitano, Silvana||Lagani, Vincenzo||Citrigno, Luigi||Bartolomeo, Denise||Aceto, Mirella Aurora||Bruno, Francesco||Maletta, Raffaele||Passarino, Giuseppe||Montesanto, Alberto","Immunity & ageing : I & A","Springer Science and Business Media LLC",10.1186/s12979-023-00340-0,http://hdl.handle.net/10754/691043,2023-04-10,"Paparazzo, E., Geracitano, S., Lagani, V., Citrigno, L., Bartolomeo, D., Aceto, M. A., Bruno, F., Maletta, R., Passarino, G., & Montesanto, A. (2023). Thymic function and survival at advance ages in nursing home residents from Southern Italy. Immunity & Ageing, 20(1). https://doi.org/10.1186/s12979-023-00340-0","Background: Immunosenescence is a complex process characterized by an age-related remodelling of immune system. The prominent effects of the immunosenescence process is the thymic involution and, consequently, the decreased numbers and functions of T cells. Since thymic involution results in a collapse of the T-cell receptor (TCR) repertoire, a reliable biomarker of its activity is represented by the quantification of signal joint T-cell receptor rearrangement excision circles (sjTRECs) levels. Although it is reasonable to think that thymic function could play a crucial role on elderly survival, only a few studies investigated the relationship between an accurate measurement of human thymic function and survival at old ages. Methods and findings: By quantifying the amount sjTRECs by real-time polymerase chain reaction (PCR), the decrease in thymic output in 241 nursing home residents from Calabria (Southern Italy) was evaluated to investigate the relationship between thymic function and survival at old ages. We found that low sjTREC levels were associated with a significant increased risk of mortality at older ages. Nursing home residents with lower sjTREC exhibit a near 2-fold increase in mortality risk compared to those with sjTREC levels in a normal range. Conclusion: Thymic function failure is an independent predictor of mortality among elderly nursing home residents. sjTREC represents a biomarker of effective ageing as its blood levels could anticipate individuals at high risk of negative health outcomes. The identification of these subjects is crucial to manage older people's immune function and resilience, such as, for instance, to plan more efficient vaccinal campaigns in older populations.",https://creativecommons.org/licenses/by/4.0,Published,https://repository.kaust.edu.sa/bitstream/10754/691043/1/s12979-023-00340-0.pdf,,2023-04-12T10:00:14
Article,"Numerical Simulation of the High-Boosting Influence on Mixing, Combustion and Emissions of High-Power-Density Engine","Wang, Can||Yue, Zongyu||Zhao, Yuanyuan||Ye, Ying||Liu, Xinlei||Liu, Haifeng","Journal of Thermal Science","Springer Science and Business Media LLC",10.1007/s11630-023-1796-9,http://hdl.handle.net/10754/691042,2023-04-05,"Wang, C., Yue, Z., Zhao, Y., Ye, Y., Liu, X., & Liu, H. (2023). Numerical Simulation of the High-Boosting Influence on Mixing, Combustion and Emissions of High-Power-Density Engine. Journal of Thermal Science. https://doi.org/10.1007/s11630-023-1796-9","Future high-power-density engines require high level of intake boost. However, the effects of boosting on mixing, combustion and emissions in existing studies are inconsistent. In this paper, the mixing, combustion and emission characteristics with intake pressures of 100–400 kPa at low, medium and high loads are studied. The results show that the increase of intake pressures is conducive to the enhancement of air entrainment, while the air utilization ratios are reduced, thus requiring injection pressure to be optimized to effectively improve the mixing. For the intake pressures of 100 kPa, the average chemical reaction path is low-temperature reaction route, while the path of higher intake pressures is dominated by high-temperature pyrolysis. For soot emissions, when the equivalence ratio is lower than 0.175, the oxygen in the cylinder is sufficient, so the effect of temperature decrease is more significant, which leads to the increase of soot emissions with the increase of intake pressures. Otherwise, the effect of increasing oxygen concentration is more significant, so soot decreases accordingly. When the peak of global temperature is lower than 1800 K, the effect of the increase of oxygen concentration is more dominant, so the NOx emission increases with the increase of intake pressures. Otherwise, the rule of NOx emissions is consistent with temperature changes.",,Published,,,2023-04-12T09:40:08
"Conference Paper","Steering Customized AI Architectures for HPC Scientific Applications","Ltaief, Hatem||Hong, Y.||Dabah, Adel||Alomairy, Rabab M.||Abdulah, Sameh||Goreczny, C.||Gepner, P.||Ravasi, Matteo||Gratadour, D.||Keyes, David E.","International Supercomputing Conference","Springer’s Lecture Notes in Computer Science (LNCS) series",,http://hdl.handle.net/10754/691041,2023-02-25,,"AI hardware technologies have revolutionized computational science. While they have been mostly used to accelerate deep learning training and inference models for machine learning, HPC scientific applications do not seem to directly benefit from these specific hardware features unless AI-based components are introduced into their simulation workflows, for instance, as a replacement of their numerical solvers. This paper proposes to take another direction in an attempt to democratize customized AI architectures for HPC scientific computing. The main idea consists in demonstrating how legacy applications can leverage these AI engines after a necessary algorithmic redesign. It is critical that the resulting software implementations map onto the underlying memory-austere hardware architectures to extract the expected performance. To facilitate this process, we promote the matricization technique for restructuring codes (1) by exploiting data sparsity via algebraic compression and (2) by expressing the critical computational phases in terms of tile low-rank matrix-vector multiplications (TLRMVM) and batch matrix-matrix multiplications (batch GEMM). Algebraic compression enables to reduce memory footprint and to fit into small local cache/memory, while batch execution ensures high occupancy. We highlight how we can steer the Graphcore AI-focused Wafer-on-Wafer Intelligence Processing Units (IPUs) to deliver high performance for both operations. We conduct a performance benchmarking campaign of these two matrix operations that account for most of the elapsed times of four real applications in computational astronomy, seismic imaging, wireless communications, and climate/weather predictions. We report bandwidth and execution rates with speedup factors up to 150X/14X/25X/40X, respectively, on IPUs compared to other systems.",,Accepted,https://repository.kaust.edu.sa/bitstream/10754/691041/1/hicma-ai.pdf,https://repository.kaust.edu.sa/bitstream/handle/10754/691041/hicma-ai.pdf.txt,2023-04-11T16:00:08
Article,"Low Dimensional, Metal-Free, Hydrazinium Halide Perovskite-Related Single Crystals and Their Use as X-Ray Detectors","Song, Xin||Cohen, Hagai||Yin, Jun||Li, Haojin||Wang, Jiayi||Yuan, Youyou||Huang, Renwu||Cui, Qingyue||Ma, Chuang||Liu, Shengzhong Frank||Hodes, Gary||Zhao, Kui","Small (Weinheim an der Bergstrasse, Germany)",,10.1002/smll.202300892,http://hdl.handle.net/10754/691039,2023-04-10,"Song, X., Cohen, H., Yin, J., Li, H., Wang, J., Yuan, Y., Huang, R., Cui, Q., Ma, C., Liu, S. (Frank), Hodes, G., & Zhao, K. (2023). Low Dimensional, Metal-Free, Hydrazinium Halide Perovskite-Related Single Crystals and Their Use as X-Ray Detectors. Small. Portico. https://doi.org/10.1002/smll.202300892","Metal-free halide perovskites (MFHaPs) have garnered significant attention in recent years due to their desirable properties, such as low toxicity, light weight, chemical versatility, and potential for optoelectronics. MFHaPs with the formula A2+B+X−3 (where A is a large organic divalent cation, B+ is typically NH4+, and X is a halide) have been studied extensively, but few studies have examined alternative cations at the B position. This paper reports the synthesis of three MFHaP-related single crystals, DABCO-N2H5-X3 (DABCO = N-N-diazabicyclo[2.2.2]octonium, X = Br and I) and (DABCO)3-N2H5(NH4)2Cl9, which feature hydrazinium (N2H5) at the B position. The crystals have a perovskite-like, one-dimensional, edge-connected structure and exhibit optical and band structure properties. The crystals were then tested as X-ray detectors, where they showed excellent photoresponsivity, stability, and low background noise, owing to the large semi-gap that dictates long lifetimes. The detectors exhibited sensitivity as high as 1143 ± 10 µC Gyair−1 cm−2 and a low detection limit of 2.68 µGy s−1 at 10 V. The researchers suggest that the stronger hydrogen bonding in N2H5+ compounds compared to NH4+ MFHaPs may contribute to the detectors’ enhanced stability.",,Published,,,2023-04-12T06:10:07
